Metabolite	A01_NonContext	A02_NonContext	B01_NonContext	B02_NonContext	C01_NonContext	C02_NonContext	D01_NonContext	D02_NonContext	E01_NonContext	E02_NonContext	F01_NonContext	F02_NonContext	G01_NonContext	H01_NonContext	H25361_NonContext	H25362_NonContext	H25363_NonContext	H25364_NonContext	H25365_NonContext	A01_Context	A02_Context	B01_Context	B02_Context	C01_Context	C02_Context	D01_Context	D02_Context	E01_Context	E02_Context	F01_Context	F02_Context	G01_Context	H01_Context	H25361_Context	H25362_Context	H25363_Context	H25364_Context	H25365_Context
glytyr[fe]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	1536.804468	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1996.349247	2000	2000	2000	2000	2000	2000	1975.013398	2000
glytyr[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mI[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mI[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mI[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mI_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mI_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mI_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mII[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mII[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mII[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mII_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mII_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mII_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mIII[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mIII[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mIII[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mIII_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mIII_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gmfl_mIII_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gncore1[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gncore1[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
gncore1[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
gncore2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gncore2[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
gncore2[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
gsn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gsn[fe]	5540.891431	2770.595045	1998.1985	3967.756738	3925.530769	1658.043586	3977.13949	2903.414448	3093.782051	3142.720381	3957.001265	2004.350406	3998.542895	4855.78835	3925.7591	3940.245606	3982.24768	3938.470187	3938.449895	2000	2000	2000	3967.756738	3922.636074	2000	3977.13949	2000	2000	2000	4716.633666	2000	4776.438853	2000	2000	2000	2000	4521.95865	3938.449895
gsn[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gtacmp[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gtacmp[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gtacmp[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gthox[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gthox[fe]	1999.79245	1999.995216	1999.951076	1999.684794	1999.566469	1999.995747	1999.749028	1999.914109	1999.993647	1999.996263	1999.908231	1999.996393	1999.976861	1999.695042	1999.905083	1999.981769	1999.836406	1999.977887	1999.962108	2000	2000	2000	1999.684794	1999.666202	2000	1999.749028	2000	2000	2000	1999.955909	2000	1999.976861	2000	2000	2000	2000	1999.983229	1999.962108
gthox[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
gthrd[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gthrd[fe]	1999.842139	1999.999734	1999.99704	1999.938786	1999.935371	1999.999151	1999.864971	1999.997935	1999.999459	0	1999.999949	1999.999519	1999.996813	1999.959499	1999.999583	1999.991876	1999.985333	1999.944792	1999.991281	0	0	0	1999.938786	0	0	1999.864971	0	0	0	0	0	0	0	0	0	0	0	1999.991281
gthrd[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	0	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	2000
gua[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gua[fe]	432.6795969	1999.994863	1936.59153	1893.303768	1990.937296	2000	1994.795107	1999.865365	2000	1999.972244	1969.049966	2000	1967.214254	1060.874456	2000	2000	1999.901108	1999.62777	1999.941214	2000	2000	2000	1893.303768	1999.435982	2000	1994.795107	2000	2000	2000	1985.156117	2000	1188.89954	2000	2000	2000	2000	1941.774231	1999.941214
gua[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
h[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h[fe]	9002.881171	2520.673646	7102.668168	6317.701123	6169.400791	6575.75051	7847.773007	5383.517489	6857.557354	4906.395517	7978.499661	4737.404836	2971.509509	11991.37287	6686.750891	7502.533428	5891.365158	9671.964858	7132.387959	2000	0	2000	6317.701123	2485.352502	2000	7847.773007	0	2000	0	4571.825131	2000	66.90339698	2000	2000	2000	2000	8356.420312	7132.387959
h[u]	4.55E-13	-2.27E-13	4.55E-13	-5.68E-13	2000	2000	0	0	2000	2.27E-13	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	0	2000	-5.68E-13	2000	2000	0	0	2000	0	2000	2000	-2.27E-13	2000	2000	2000	2000	2000	2000
h2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h2[fe]	0	289.0790923	0	0	0	0	0	0	0	0	0	1686.449862	1549.889205	0	0	0	145.2727825	0	0	2000	2000	2000	0	0	2000	0	2000	2000	2000	0	2000	1839.424845	2000	2000	2000	2000	0	0
h2[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
h2o[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h2o[fe]	1566.571477	0	348.476453	598.9546681	0	0	0	173.2310312	2677.840935	971.9820923	0	0	2843.73442	0	0	606.7732452	715.8136339	5.943168393	3559.591758	0	0	2000	598.9546681	0	2000	0	0	2000	0	0	2000	0	2000	2000	2000	2000	0	3559.591758
h2o[u]	0	1000.515907	2000	1.14E-13	2000	2000	2000	2.27E-13	2000	2000	2000	2000	5.68E-13	2000	2000	2000	2000	2000	2000	0	0	2000	1.14E-13	2000	2000	2000	0	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000
h2s[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h2s[fe]	1990.819767	1974.058258	1971.941472	1980.901869	1969.397951	1974.067137	1985.783353	1969.818594	1973.961896	1989.576607	1969.449172	1974.13875	1998.295297	1959.364905	1969.285006	1973.854594	1997.406666	1973.347215	1971.778608	2000	2000	2000	1980.901869	1977.111612	2000	1985.783353	2000	2000	2000	0	2000	1998.557909	2000	2000	2000	2000	543.4337105	1971.778608
h2s[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
HC00319[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC00319[fe]	2000	2000	2000	0	0	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	0	2000	2000	0	0	2000	2000	2000	2000	2000	2000	0	0	2000	2000	0	0	2000	2000
HC00319[u]	2000	2000	2000	0	0	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	0	2000	2000	0	0	2000	2000	2000	2000	2000	2000	0	0	2000	2000	0	0	2000	2000
HC02191[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC02191[fe]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
HC02191[u]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
HC02192[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC02192[fe]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
HC02192[u]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
HC02193[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC02193[fe]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
HC02193[u]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
hdca[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hdca[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	1997.423055	2000	1967.2722	2000	2000	2000	0	2000	2000
hdca[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
hexs[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hexs[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	0	2000	2000
hexs[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	0	2000	2000
hg2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hg2[fe]	0	0	0	0	2000	2000	0	0	2000	0	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	0	0	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000
hg2[u]	0	0	0	0	2000	2000	0	0	2000	0	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	0	0	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000
his_L[d]	0	0	-1.42E-14	0	0	0	8.88E-16	1.24E-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88E-16	0	0	0	0	0	0	0	0	0	0	0	0
his_L[fe]	1988.168088	1977.055466	0	1989.252927	1962.940694	1972.305945	0	0	1975.794558	1976.187734	1967.579954	1977.098526	1996.966502	1966.209616	1972.420891	1976.478898	1992.09045	1976.138835	1976.26824	2000	2000	2000	1989.252927	1939.576689	2000	0	0	2000	2000	1995.347314	2000	1997.035806	2000	2000	2000	2000	1997.319458	1976.26824
his_L[u]	2000	2000	28.01340388	2000	2000	2000	8.541731122	27.44137374	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	8.541731122	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_3_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_3_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_3_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_3_s[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_3_s[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_3_s[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_37_diglc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_37_diglc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_37_diglc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_3glc_7s[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_3glc_7s[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_3glc_7s[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_7_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_7_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_7_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_7_s[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_7_s[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_7_s[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_7glc_3s[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_7glc_3s[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hst_7glc_3s[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
hxan[d]	0	0	0	0	0	0	0	0	0	1.07E-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66E-15	0	0	0	0	0	0
hxan[fe]	1140.01055	0	0	2222.274276	852.6589907	0	625.4783026	1748.467354	0	0	0	1268.407574	308.5375532	0	1065.661527	836.008507	3774.14184	0	1009.94472	2000	2000	2000	2222.274276	1234.218711	2000	625.4783026	0	2000	2000	1979.760338	2000	0	2000	2000	2000	2000	147.833699	1009.94472
hxan[u]	-1.14E-13	2000	2000	-1.14E-13	2000	2000	2000	2000	2000	16.24418826	2000	2000	1.14E-13	2000	2000	2000	2000	2000	2000	2000	2000	2000	-1.14E-13	2000	2000	2000	0	2000	2000	2000	2000	4.498912027	2000	2000	2000	2000	2000	2000
ibup_S[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ibup_S[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	4000	2000	2000	2000	2000	2000	2000	2000	2000
ibup_S[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
ibupgluc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ibupgluc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000
ibupgluc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
idon_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
idon_L[fe]	2666.331473	1991.079436	4000	1518.133819	2000	2000	1863.482715	3019.844389	2499.143423	2959.767889	2000	1996.539268	1961.830433	2000	2000	0	570.5342722	4000	4000	2000	2000	2000	1518.133819	4000	2000	1863.482715	2000	2000	2000	1036.58452	2000	0	2000	2000	2000	0	2869.714315	4000
idon_L[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	2000	2000
ile_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
